"sample","Aplodactylidae Aplodactylus westralis","Aracanidae Anoplocapros amygdaloides","Aracanidae Anoplocapros lenticularis","Aracanidae Caprichthys gymnura","Aulopidae Latropiscis purpurissatus","Batrachoididae Batrachomoeus rubricephalus","Berycidae Centroberyx gerrardi","Berycidae Centroberyx sp1","Berycidae Unknown sp1","Callanthiidae Callanthias allporti","Callanthiidae Callanthias australis","Carangidae Carangoides sp10","Carangidae Pseudocaranx spp","Carangidae Seriola hippos","Carangidae Seriola lalandi","Carangidae Trachurus novaezelandiae","Carangidae Unknown sp10","Carcharhinidae Carcharhinus brevipinna","Carcharhinidae Carcharhinus limbatus","Carcharhinidae Carcharhinus plumbeus","Carcharhinidae Carcharhinus spp","Carcharhinidae Unknown spp","Chaetodontidae Chelmonops curiosus","Cheilodactylidae Dactylophora nigricans","Cheilodactylidae Nemadactylus valenciennesi","Clupeidae Hyperlophus vittatus","Dasyatidae Bathytoshia brevicaudata","Dinolestidae Dinolestes lewini","Diodontidae Diodon nicthemerus","Enoplosidae Enoplosus armatus","Gerraidae Parequula elongata","Gerreidae Parequula elongata","Gerreidae Parequula melbournensis","Glaucosomatidae Glaucosoma hebraicum","Gobiesocidae Aspasmogaster occidentalis","Gobiesocidae Unknown spp","Haemulidae Plectorhinchus flavomaculatus","Heterodontidae Heterodontus portusjacksoni","Holocentridae Unknown spp","Kyphosidae Kyphosus sydneyanus","Labridae Achoerodus gouldii","Labridae Austrolabrus maculatus","Labridae Bodianus frenchii","Labridae Bodianus vulpinus","Labridae Choerodon rubescens","Labridae Coris auricularis","Labridae Eupetrichthys angustipes","Labridae Halichoeres brownfieldi","Labridae Heteroscarus acroptilus","Labridae Labroides dimidiatus","Labridae Notolabrus parilus","Labridae Ophthalmolepis lineolatus","Labridae Pictilabrus laticlavius","Labridae Pseudolabrus biserialis","Labridae Suezichthys bifurcatus","Labridae Suezichthys cyanolaemus","Labridae Unknown spp","Lethrinidae Gymnocranius grandoculis","Monacanthidae Acanthaluteres brownii","Monacanthidae Acanthaluteres vittiger","Monacanthidae Brachaluteres jacksonianus","Monacanthidae Eubalichthys bucephalus","Monacanthidae Eubalichthys mosaicus","Monacanthidae Meuschenia australis","Monacanthidae Meuschenia flavolineata","Monacanthidae Meuschenia freycineti","Monacanthidae Meuschenia galii","Monacanthidae Meuschenia hippocrepis","Monacanthidae Meuschenia scaber","Monacanthidae Meuschenia venusta","Monacanthidae Nelusetta ayraud","Monacanthidae Scobinichthys granulatus","Monacanthidae Unknown spp","Monocentridae Cleidopus gloriamaris","Moridae Pseudophycis barbata","Mullidae Parupeneus chrysopleuron","Mullidae Upeneichthys vlamingii","Muraenidae Gymnothorax prasinus","Muraenidae Gymnothorax woodwardi","Myliobatidae Myliobatis tenuicaudatus","Nemipteridae Pentapodus vitta","Neosebastidae Neosebastes bougainvillii","Neosebastidae Neosebastes nigropunctatus","Neosebastidae Neosebastes pandus","Odacidae Olisthops cyanomelas","Odacidae Siphonognathus caninis","Odacidae Siphonognathus sp1","Odacidae Siphonognathus spp","Oplegnathidae Oplegnathus woodwardi","Orectolobidae Orectolobus spp","Ostraciidae Aracana aurita","Paralichthyidae Pseudorhombus sp10","Parascylliidae Parascyllium ferrugineum","Parascylliidae Parascyllium variolatum","Pempheridae Parapriacanthus elongatus","Pempherididae Pempheris klunzingeri","Pentacerotidae Parazanclistius hutchinsi","Pinguipedidae Parapercis haackei","Pinguipedidae Parapercis naevosa","Pinguipedidae Parapercis ramsayi","Pinguipedidae Parapercis spp","Platycephalidae Leviprora spp","Platycephalidae Platycephalus spp","Plesiopidae Paraplesiops meleagris","Plesiopidae Trachinops noarlungae","Pomacentridae Chromis klunzingeri","Pomacentridae Chromis westaustralis","Pomacentridae Parma bicolor","Pomacentridae Parma occidentalis","Pristiophoridae Pristiophorus cirratus","Rhinobatidae Aptychotrema vincentiana","Rhinobatidae Trygonorrhina dumerilii","Scombridae Sarda orientalis","Scombridae Unknown spp","Scorpaenidae Scorpaena sumptuosa","Scorpididae Neatypus obliquus","Scorpididae Scorpis aequipinnis","Scorpididae Scorpis georgiana","Scorpididae Tilodon sexfasciatus","Scyliorhinidae Asymbolus occiduus","Scyliorhinidae Aulohalaelurus labiosus","Serranidae Caesioperca spp","Serranidae Epinephelides armatus","Serranidae Hypoplectrodes nigroruber","Serranidae Hyporthodus octofasciatus","Serranidae Othos dentex","Sillaginidae Sillaginodes punctatus","Sillaginidae Sillago spp","Sparidae Chrysophrys auratus","Sphyraenidae Sphyraena novaehollandiae","Sphyraenidae Sphyraena spp","Sphyrnidae Sphyrna spp","Sphyrnidae Sphyrna zygaena","Squalidae Squalus spp","Tetraodontidae Omegophora armilla","Triakidae Furgaleus macki","Triakidae Galeorhinus galeus","Triakidae Mustelus antarcticus","Triglidae Chelidonichthys kumu","Triglidae Pterygotrigla polyommata","Urolophidae Trygonoptera mucosa","Urolophidae Trygonoptera ovalis","Urolophidae Urolophus circularis","campaignid","dataset","planned.or.exploratory","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","commonwealth.zone","state.zone","raw.hdd.number","con.hdd.number","id"
"FHC",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,2,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,2,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","Legacy",-33.680718,114.965092,20201017,07:07:00,"South-west","No-take","C.FH.A",36.2,"Daphne","Yes","Yes","NA","Injidup Sanctuary Zone","RAW1","NA","2020-10_south-west_stereo-BRUVs.FHC"
"FHC01",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","Legacy",-33.669869,114.809825,20201012,08:38:00,"South-west","Fished","C.FH.2",44.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FHC01"
"FHC02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,2,5,0,25,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,1,0,54,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","FH","Legacy",-33.72358,114.813293,20201012,11:13:00,"South-west","Fished","C.FH.6",42,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.FHC02"
"FHC03",0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","Legacy",-33.948622,114.819555,20201013,09:56:00,"South-west","Fished","C.FH.22",44.5,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1/CON2","2020-10_south-west_stereo-BRUVs.FHC03"
"FHD",0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","FH","Legacy",-33.686897,114.958507,20201017,07:12:00,"South-west","No-take","C.FH.A",39.5,"Daphne","Yes","Yes","NA","Injidup Sanctuary Zone","RAW1","BU1","2020-10_south-west_stereo-BRUVs.FHD"
"FHE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"2020-10_south-west_stereo-BRUVs","FH","Legacy",-33.687267,114.951172,20201017,07:16:00,"South-west","No-take","C.FH.A",42.3,"Daphne","Yes","Yes","NA","Injidup Sanctuary Zone","RAW1","BU1","2020-10_south-west_stereo-BRUVs.FHE"
"IO1",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.07868897,114.7788721,20201015,12:07:00,"South-west","No-take","C.IO.43",64.6,"Hayley","Yes","Yes","National Park Zone","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO1"
"IO100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2,1,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.07618897,114.9088721,20201029,10:21:00,"South-west","No-take","C.IO.39",43.6,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","NA","2020-10_south-west_stereo-BRUVs.IO100"
"IO101",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,34,1,0,0,0,0,5,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.07868897,114.8963721,20201029,10:10:00,"South-west","No-take","C.IO.39",43.5,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.IO101"
"IO102",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,1,4,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.07118897,114.9113721,20201029,10:26:00,"South-west","No-take","C.IO.2",45.2,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.IO102"
"IO105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06368897,114.6688721,20201023,09:45:00,"South-west","No-take","C.IO.30",139,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.IO105"
"IO107",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06368897,114.6763721,20201023,09:50:00,"South-west","No-take","C.IO.30",137,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.IO107"
"IO108",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.05118897,114.6688721,20201023,10:04:00,"South-west","No-take","C.IO.30",138,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.IO108"
"IO109",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.05618897,114.6738721,20201023,09:57:00,"South-west","No-take","C.IO.30",138,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","NA","2020-10_south-west_stereo-BRUVs.IO109"
"IO110",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.14118897,114.7288721,20201022,08:00:00,"South-west","No-take","C.IO.68",128,"Brooke Gibbons","Yes","Yes","National Park Zone","NA","RAW3","BU5.5","2020-10_south-west_stereo-BRUVs.IO110"
"IO113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.05868897,114.7388721,20201023,07:30:00,"South-west","No-take","C.IO.31",111,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.IO113"
"IO115",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.05368897,114.7363721,20201023,07:34:00,"South-west","No-take","C.IO.31",112,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","CON3","2020-10_south-west_stereo-BRUVs.IO115"
"IO117",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.06368897,114.7388721,20201023,07:25:00,"South-west","No-take","C.IO.31",115,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","NA","2020-10_south-west_stereo-BRUVs.IO117"
"IO119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,2,1,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.07618897,114.9038721,20201029,10:17:00,"South-west","No-take","C.IO.39",43.8,"Rachel","Yes","Yes","National Park Zone","NA","RAW4","NA","2020-10_south-west_stereo-BRUVs.IO119"
"IO122",1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,18,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.11618897,114.8263721,20201015,12:35:00,"South-west","No-take","C.IO.59",57.4,"Brooke Gibbons","Yes","Yes","National Park Zone","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO122"
"IO123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.10618897,114.8188721,20201015,12:42:00,"South-west","No-take","C.IO.59",49.1,"Hayley","Yes","Yes","National Park Zone","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO123"
"IO125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,38,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.10868897,114.8263721,20201015,12:38:00,"South-west","No-take","C.IO.59",55.8,"Hayley","Yes","Yes","National Park Zone","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO125"
"IO126",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,19,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,63,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-34.11368897,114.8188721,20201015,12:31:00,"South-west","No-take","C.IO.59",58.2,"Brooke Gibbons","Yes","Yes","National Park Zone","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO126"
"IO130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0,0,0,0,9,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.98118897,114.8763721,20201013,12:24:00,"South-west","Fished","C.IO.37",41.1,"Daphne","Yes","No","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO130"
"IO132",0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,14,1,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.99118897,114.8713721,20201013,12:47:00,"South-west","Fished","C.IO.37",42.6,"Hayley","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","CON1","2020-10_south-west_stereo-BRUVs.IO132"
"IO133",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,1,0,10,0,1,2,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.99118897,114.8663721,20201013,12:50:00,"South-west","Fished","C.IO.37",40.8,"Daphne","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO133"
"IO134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,18,0,0,0,0,0,8,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2020-10_south-west_stereo-BRUVs","IO","MBH",-33.98368897,114.8613721,20201013,12:14:00,"South-west","Fished","C.IO.37",41.2,"Claude","Yes","Yes","Special Purpose Zone (Mining Exclusion)","NA","RAW2","NA","2020-10_south-west_stereo-BRUVs.IO134"
